"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene"
"ENSG00000145358.6",709.723904427154,0.187939569346787,0.11970647726187,1.57000334188809,0.116414333805404,0.558187142116622,"DDIT4L"
"ENSG00000229349.2",13.3052773234941,0.833769226159908,0.531085585841443,1.56993382684054,0.116430506935196,0.558187142116622,"ACTG1P9"
"ENSG00000173653.8",1415.09751024277,0.168294388564019,0.107219341713001,1.56962713886549,0.116501880969197,0.558189310880046,"RCE1"
"ENSG00000076706.17",1341.30929770528,-0.180920276340269,0.115270336133547,-1.5695302226816,0.116524442957388,0.558189310880046,"MCAM"
"ENSG00000163170.12",1055.44302148491,0.146267548036801,0.0931933560976091,1.56950617685238,0.116530041333176,0.558189310880046,"BOLA3"
"ENSG00000272425.1",9.69823834024053,1.04026419174428,0.66281883933803,1.56945477407252,0.116542009692207,0.558189310880046,"ENSG00000272425"
"ENSG00000175874.10",35.7459998393236,-0.610188826223213,0.388816714760701,-1.56934823802201,0.116566818073086,0.558189310880046,"CREG2"
"ENSG00000175886.10",163.910947429651,0.327211361385088,0.208589605270303,1.56868488705882,0.116721381786172,0.558713813748663,"RPL7AP66"
"ENSG00000106608.17",3171.88100894759,0.126120056647294,0.0804057482091516,1.56854527762406,0.116753931897295,0.558713813748663,"URGCP"
"ENSG00000235724.10",10.5443827301095,0.920556128804758,0.5869499181286,1.5683725312371,0.116794217797195,0.558713813748663,"PSMD14-DT"
"ENSG00000089157.16",319767.595222677,0.166447126488083,0.106132110182503,1.56830130110353,0.116810832437611,0.558713813748663,"RPLP0"
"ENSG00000267107.9",7.23948124153604,1.19098928578666,0.759470416357739,1.56818390833233,0.116838218700848,NA,"PCAT19"
"ENSG00000254876.5",17.408933639636,-0.782567439670871,0.499054223026199,-1.56810102702966,0.116857556907228,0.558713813748663,"SUGT1P4-STRA6LP"
"ENSG00000178741.12",11273.8371989114,0.12235066383203,0.0780251003285352,1.56809364315914,0.116859279864198,0.558713813748663,"COX5A"
"ENSG00000156453.14",594.772349686427,-0.165103567647281,0.105291498718079,-1.56806171112969,0.116866731133622,0.558713813748663,"PCDH1"
"ENSG00000156931.16",3863.02372519999,-0.13686147774514,0.0872927865827843,-1.56784406939911,0.116917527295106,0.55882660847449,"VPS8"
"ENSG00000135070.15",4902.28287597047,0.154606840998484,0.0986433545257019,1.56733154242236,0.117037216239323,0.559158945337893,"ISCA1"
"ENSG00000175727.15",5280.32554626408,-0.117216631512366,0.0747930126992758,-1.56721366451255,0.117064757530271,0.559158945337893,"MLXIP"
"ENSG00000196911.12",1092.09555023405,-0.169700766854981,0.108283002426226,-1.56719672573357,0.117068715567263,0.559158945337893,"KPNA5"
"ENSG00000273473.1",6.1831814555081,-1.24939621581738,0.797357558017353,-1.56692089170639,0.117133183719045,NA,"ENSG00000273473"
"ENSG00000029993.15",17216.4340138531,-0.108248106241918,0.0691068913113241,-1.56638656706845,0.117258145795286,0.559899828666348,"HMGB3"
"ENSG00000275993.4",646.897117521826,-0.206510202618389,0.131845858968314,-1.56630025572527,0.117278341174672,0.559899828666348,"ENSG00000275993"
"ENSG00000101247.18",1279.34169996111,0.153676557470368,0.0981392211498159,1.56590357728406,0.11737119226505,0.560212918843153,"NDUFAF5"
"ENSG00000186716.21",14773.9977731845,0.133164614370979,0.085053807745429,1.56565141409716,0.11743024645601,0.560364588373013,"BCR"
"ENSG00000123836.15",1379.78901610723,-0.204419834219665,0.130583433991479,-1.56543466480598,0.117481025690007,0.560476709417051,"PFKFB2"
"ENSG00000185127.7",4313.62498205391,0.139630210653817,0.0892053353511922,1.56526748208621,0.117520204420188,0.560533447737154,"C6orf120"
"ENSG00000260647.1",15.2215208564738,0.825885488610244,0.527698199319495,1.56507164450302,0.117566111365852,0.560622243683542,"ENSG00000260647"
"ENSG00000236700.8",6.04055525161265,-1.23797267123842,0.791090759110228,-1.56489335386854,0.11760791731003,NA,"LINC01010"
"ENSG00000128165.9",728.04622161519,0.177133401067024,0.113215147775547,1.56457333269747,0.117682985776919,0.560768048981509,"ADM2"
"ENSG00000169548.3",43.7640964028203,-0.559512489319913,0.35761358666844,-1.56457279638725,0.117683111612604,0.560768048981509,"ZNF280A"
